review_id,freelancer_id,client_id,review_text,client_rating,communication_score,quality_score,delivery_score,budget_usd,project_category
992,992,1272,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.63,4.65,4.52,4.22,922.36,machine_learning
993,993,2324,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.6,4.73,4.62,4.75,293.9,data_analysis
994,994,1474,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,3.69,3.51,4.29,4.11,759.52,customer_support
995,995,1049,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.53,4.42,4.56,4.32,833.68,digital_marketing
996,996,1233,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.7,4.34,4.39,4.66,1452.76,machine_learning
997,997,2129,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.68,4.72,4.88,4.86,794.39,machine_learning
998,998,1253,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.7,4.72,4.38,4.63,195.82,customer_support
999,999,2087,"Se necesito retrabajo porque la primera version tenia errores importantes. Se evaluo tiempo, calidad y comunicacion.",3.3,2.24,2.24,2.61,1472.46,mobile_development
1000,1000,1201,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.62,4.27,4.37,4.52,4688.19,customer_support
1001,1001,2350,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.79,4.69,4.77,4.98,3668.4,web_development
1002,1002,1411,Resultado funcional con algunos detalles pendientes al inicio. El alcance incluia revision de entregables.,3.49,3.63,4.17,3.37,2725.92,graphic_design
1003,1003,2359,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.44,4.46,4.5,4.91,3353.83,customer_support
1004,1004,1954,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.77,4.38,4.94,4.65,2610.69,machine_learning
1005,1005,1639,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.42,4.22,4.84,4.93,2815.43,digital_marketing
1006,1006,1359,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.57,4.96,4.99,4.58,2842.0,data_analysis
1007,1007,2189,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.58,4.89,4.83,4.34,1672.76,mobile_development
1008,1008,2352,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.58,4.36,4.94,4.77,2373.95,graphic_design
1009,1009,2117,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El cliente solicito cambios adicionales.,2.17,2.82,2.9,2.42,3273.46,data_analysis
1010,1010,2180,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.7,4.95,4.41,4.71,1178.01,data_analysis
1011,1011,1673,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,3.99,4.22,3.36,4.34,1945.65,data_analysis
1012,1012,1517,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.87,4.21,4.87,4.3,4939.67,mobile_development
1013,1013,1550,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.51,4.94,4.52,4.63,2422.75,machine_learning
1014,1014,1668,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.45,4.21,4.56,4.72,2734.29,web_development
1015,1015,1466,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.99,4.57,4.41,4.86,1660.18,graphic_design
1016,1016,1927,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.75,4.77,4.59,4.59,4060.99,web_development
1017,1017,1566,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.98,4.48,4.64,4.65,3753.97,machine_learning
1018,1018,2118,"El trabajo fue correcto, aunque hubo algunos ajustes menores. La experiencia general fue registrada por el cliente.",3.58,3.92,3.67,3.84,3402.4,mobile_development
1019,1019,1606,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.86,4.32,4.38,4.94,3806.76,data_analysis
1020,1020,1865,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.58,4.69,4.87,4.71,305.81,digital_marketing
1021,1021,1512,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.48,4.27,4.7,4.31,4140.12,data_analysis
1022,1022,1163,La entrega se atraso y fue necesario solicitar muchas correcciones. La experiencia general fue registrada por el cliente.,2.55,2.02,2.65,2.61,2377.43,mobile_development
1023,1023,1372,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,4.21,4.09,4.17,3.92,4563.0,web_development
1024,1024,1446,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.46,4.51,4.78,4.3,1202.14,copywriting
1025,1025,2050,La entrega se atraso y fue necesario solicitar muchas correcciones. La experiencia general fue registrada por el cliente.,2.73,2.63,3.15,2.36,2775.53,customer_support
1026,1026,1384,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.83,4.53,4.45,4.57,2020.68,graphic_design
1027,1027,1397,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,2.63,2.7,2.78,1.51,2259.11,machine_learning
1028,1028,1487,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.61,4.62,4.81,4.32,2987.62,graphic_design
1029,1029,1111,"Se necesito retrabajo porque la primera version tenia errores importantes. Se evaluo tiempo, calidad y comunicacion.",3.19,2.92,2.01,2.36,2811.53,customer_support
1030,1030,1960,Buena disposicion para corregir observaciones despues de la revision. El proyecto fue realizado en modalidad remota.,4.23,4.26,3.96,3.22,3760.81,web_development
1031,1031,2134,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.72,3.51,3.64,3.63,1712.98,mobile_development
1032,1032,1306,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.88,4.67,4.93,4.43,3223.51,data_analysis
1033,1033,1358,"Se necesito retrabajo porque la primera version tenia errores importantes. Se evaluo tiempo, calidad y comunicacion.",3.0,2.57,2.17,2.55,3824.88,web_development
1034,1034,1834,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,3.02,2.42,2.86,2.85,1241.48,web_development
1035,1035,2500,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.97,4.22,4.68,4.86,895.28,copywriting
1036,1036,1166,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,3.83,4.18,3.7,3.26,3105.68,mobile_development
1037,1037,1251,Buena disposicion para corregir observaciones despues de la revision. El proyecto fue realizado en modalidad remota.,4.28,3.35,3.97,3.92,3033.75,machine_learning
1038,1038,2008,"La entrega se atraso y fue necesario solicitar muchas correcciones. Se evaluo tiempo, calidad y comunicacion.",3.22,2.2,2.56,3.08,2312.75,customer_support
1039,1039,1428,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.67,4.87,4.64,4.62,611.67,customer_support
1040,1040,2490,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.48,4.35,4.31,4.53,2550.19,customer_support
1041,1041,1445,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.72,4.73,4.32,4.7,3701.53,mobile_development
1042,1042,1071,"Buena disposicion para corregir observaciones despues de la revision. Se evaluo tiempo, calidad y comunicacion.",4.07,3.28,4.37,3.7,1483.24,machine_learning
1043,1043,1387,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,4.25,3.78,3.57,4.38,4782.6,data_analysis
1044,1044,2071,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.65,4.74,4.66,4.73,2846.95,web_development
1045,1045,1093,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.71,4.28,4.76,4.26,581.1,customer_support
1046,1046,1889,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.73,4.43,4.39,4.95,3632.69,customer_support
1047,1047,2467,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.45,4.24,4.96,4.96,1642.74,web_development
1048,1048,1015,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.74,4.33,4.53,4.88,4480.13,mobile_development
1049,1049,1159,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.94,4.43,4.69,4.71,1990.82,mobile_development
1050,1050,1885,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.93,3.28,3.57,3.74,2401.63,data_analysis
1051,1051,2020,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.84,4.48,4.88,4.84,1665.64,web_development
1052,1052,2140,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.64,4.69,4.77,4.54,2510.91,mobile_development
1053,1053,1847,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.4,4.71,4.5,4.21,4059.54,digital_marketing
1054,1054,1386,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.44,4.87,4.4,4.23,3997.62,machine_learning
1055,1055,1630,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.41,4.41,4.68,4.43,4623.02,data_analysis
1056,1056,2369,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.83,4.72,4.57,4.98,1349.99,copywriting
1057,1057,1063,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.6,4.6,4.49,4.41,673.75,copywriting
1058,1058,1829,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,3.81,3.9,3.44,3.27,2656.51,data_analysis
1059,1059,1348,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.72,4.35,4.56,4.81,3278.9,web_development
1060,1060,1194,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. Se evaluo tiempo, calidad y comunicacion.",4.09,3.27,4.22,3.85,68.76,web_development
1061,1061,1473,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,4.2,4.35,3.86,4.09,3212.86,graphic_design
1062,1062,1542,Buena disposicion para corregir observaciones despues de la revision. La experiencia general fue registrada por el cliente.,4.12,4.19,4.27,4.11,3298.28,digital_marketing
1063,1063,1607,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.69,4.91,4.47,4.57,2252.46,graphic_design
1064,1064,1189,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.9,4.83,4.72,4.34,1694.66,graphic_design
1065,1065,2205,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.97,4.88,4.55,4.83,2722.48,graphic_design
1066,1066,1699,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. La experiencia general fue registrada por el cliente.",4.11,3.75,3.7,3.74,1259.86,web_development
1067,1067,1790,Se necesito retrabajo porque la primera version tenia errores importantes. El proyecto fue realizado en modalidad remota.,3.06,1.84,2.83,1.52,257.25,machine_learning
1068,1068,1401,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El cliente solicito cambios adicionales.",4.14,3.76,3.93,4.27,4040.66,digital_marketing
1069,1069,1816,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.74,4.61,4.67,4.83,4923.39,graphic_design
1070,1070,1983,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.68,4.72,4.67,4.37,903.96,web_development
1071,1071,2125,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.65,4.68,4.95,4.49,333.19,copywriting
1072,1072,2212,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.71,4.71,4.86,4.21,4595.31,copywriting
1073,1073,2464,"El trabajo fue correcto, aunque hubo algunos ajustes menores. Se evaluo tiempo, calidad y comunicacion.",3.7,4.02,3.94,3.45,600.01,mobile_development
1074,1074,1578,Se necesito retrabajo porque la primera version tenia errores importantes. El cliente solicito cambios adicionales.,2.23,2.52,2.97,2.94,3233.08,copywriting
1075,1075,2441,Se necesito retrabajo porque la primera version tenia errores importantes. La experiencia general fue registrada por el cliente.,2.05,3.35,2.61,3.14,4682.13,web_development
1076,1076,1322,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.54,4.57,4.82,4.68,398.25,data_analysis
1077,1077,1814,El resultado no cumplio completamente con la calidad esperada. La experiencia general fue registrada por el cliente.,2.5,2.66,2.35,2.63,2842.26,web_development
1078,1078,1127,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.77,4.71,4.91,4.44,462.77,web_development
1079,1079,2200,"Resultado funcional con algunos detalles pendientes al inicio. Se evaluo tiempo, calidad y comunicacion.",3.7,3.72,3.55,4.23,4605.94,digital_marketing
1080,1080,1908,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.6,3.69,3.94,3.22,2301.0,mobile_development
1081,1081,1075,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.55,4.5,4.43,4.33,4992.37,customer_support
1082,1082,1281,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.58,4.57,4.94,4.98,741.58,data_analysis
1083,1083,1106,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.69,4.85,4.62,4.98,1194.63,digital_marketing
1084,1084,2110,El resultado no cumplio completamente con la calidad esperada. El cliente solicito cambios adicionales.,2.91,3.29,2.27,2.68,4101.08,machine_learning
1085,1085,1068,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.67,4.7,4.66,4.35,2832.5,machine_learning
1086,1086,1201,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.63,4.39,4.81,4.5,4198.99,graphic_design
1087,1087,1753,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.69,4.52,4.74,4.67,2276.61,web_development
1088,1088,1147,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,4.29,3.68,3.62,3.73,484.83,machine_learning
1089,1089,1663,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",3.98,3.65,3.8,3.49,4225.49,machine_learning
1090,1090,1889,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.93,4.71,4.41,4.89,1738.44,copywriting
1091,1091,1295,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.81,4.51,4.79,4.86,2109.03,digital_marketing
1092,1092,1177,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.95,4.48,4.58,4.82,3221.52,graphic_design
1093,1093,2288,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.92,4.51,4.74,4.81,4312.91,graphic_design
1094,1094,1752,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.79,4.44,4.52,4.65,3300.15,customer_support
1095,1095,2419,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.7,4.24,4.34,3.22,1226.04,machine_learning
1096,1096,2172,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,3.92,4.17,3.64,3.42,4281.99,digital_marketing
1097,1097,1589,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.93,4.97,4.6,4.35,3606.55,mobile_development
1098,1098,2079,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.53,4.77,4.9,4.76,4343.56,graphic_design
1099,1099,1383,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,3.92,4.08,3.79,3.49,4685.99,web_development
1100,1100,2356,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.96,4.44,4.51,4.45,999.82,customer_support
1101,1101,2106,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.8,4.27,4.4,4.41,1221.27,digital_marketing
1102,1102,1689,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,3.41,4.06,3.41,3.91,781.62,mobile_development
1103,1103,1512,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El proyecto fue realizado en modalidad remota.,2.3,3.07,2.27,2.78,2381.09,data_analysis
1104,1104,2138,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.76,4.58,4.67,4.36,2948.41,mobile_development
1105,1105,2110,El resultado no cumplio completamente con la calidad esperada. El cliente solicito cambios adicionales.,2.84,3.22,3.25,3.07,486.92,copywriting
1106,1106,1193,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,2.72,3.35,2.38,2.18,147.01,mobile_development
1107,1107,1150,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.72,4.58,4.61,4.47,2123.61,machine_learning
1108,1108,2140,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.52,4.71,4.76,4.4,1410.52,data_analysis
1109,1109,1252,"Trabajo limpio, bien documentado y con buena atencion al cliente. El cliente solicito cambios adicionales.",4.81,4.92,4.48,4.32,1858.21,digital_marketing
1110,1110,1107,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.76,4.87,4.96,4.64,3986.18,graphic_design
1111,1111,1976,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.54,4.59,4.67,4.4,3635.53,machine_learning
1112,1112,1307,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.81,4.72,4.68,4.53,1464.47,customer_support
1113,1113,1336,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.55,4.28,4.35,4.83,2035.66,customer_support
1114,1114,2469,"Hubo problemas de seguimiento y varias tareas quedaron incompletas. Se evaluo tiempo, calidad y comunicacion.",3.16,2.12,3.44,2.04,4478.41,copywriting
1115,1115,1390,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.63,4.82,4.87,4.93,2337.95,web_development
1116,1116,2041,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.43,4.42,4.96,4.89,2287.61,web_development
1117,1117,1143,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.91,4.39,4.49,4.57,384.36,graphic_design
1118,1118,1471,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",5.0,4.6,4.54,4.27,4393.31,digital_marketing
1119,1119,2311,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,3.66,4.35,3.99,3.4,1345.8,graphic_design
1120,1120,1835,Hubo problemas de seguimiento y varias tareas quedaron incompletas. La experiencia general fue registrada por el cliente.,2.88,3.26,2.61,2.13,1617.03,graphic_design
1121,1121,1023,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.43,4.45,4.3,4.24,1645.38,data_analysis
1122,1122,1726,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,2.4,1.82,2.71,2.74,4833.07,digital_marketing
1123,1123,1392,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.47,4.21,4.31,4.91,814.52,graphic_design
1124,1124,1394,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.5,5.0,4.5,4.96,1575.62,graphic_design
1125,1125,1145,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.47,4.67,4.74,4.39,3586.31,digital_marketing
1126,1126,2259,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,3.58,4.31,3.9,3.61,4083.47,graphic_design
1127,1127,1342,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,3.72,4.34,3.43,4.37,1816.65,web_development
1128,1128,2068,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",3.98,4.13,4.14,3.63,2436.26,data_analysis
1129,1129,2375,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.82,4.36,4.36,4.6,1866.87,mobile_development
1130,1130,2384,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.68,4.49,4.77,4.31,2067.33,data_analysis
1131,1131,1641,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.53,4.22,4.66,4.76,2908.16,data_analysis
1132,1132,1625,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.66,4.35,4.79,4.37,4903.27,digital_marketing
1133,1133,1441,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.66,4.85,4.5,4.27,2556.25,copywriting
1134,1134,2329,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.44,4.97,4.81,4.92,395.67,web_development
1135,1135,1924,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.45,4.93,4.94,4.32,4595.58,data_analysis
1136,1136,1848,El resultado no cumplio completamente con la calidad esperada. El alcance incluia revision de entregables.,2.2,1.89,2.1,2.72,4542.5,web_development
1137,1137,1851,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,3.84,4.15,3.56,3.5,1931.9,copywriting
1138,1138,1888,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.91,4.61,4.65,4.57,560.82,digital_marketing
1139,1139,1965,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El cliente solicito cambios adicionales.",3.58,3.63,3.45,3.21,3026.87,customer_support
1140,1140,1077,Se necesito retrabajo porque la primera version tenia errores importantes. La experiencia general fue registrada por el cliente.,2.77,3.34,2.5,1.92,2381.05,machine_learning
1141,1141,1964,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.62,4.51,4.4,4.26,4400.07,copywriting
1142,1142,1987,"Trabajo limpio, bien documentado y con buena atencion al cliente. El cliente solicito cambios adicionales.",4.91,4.59,4.42,4.53,1247.44,customer_support
1143,1143,1281,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.48,4.23,4.67,4.51,292.3,digital_marketing
1144,1144,1262,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",4.22,3.61,3.7,3.14,3501.76,machine_learning
1145,1145,1660,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.52,4.91,4.73,4.44,3302.34,mobile_development
1146,1146,1629,Buena disposicion para corregir observaciones despues de la revision. La experiencia general fue registrada por el cliente.,3.76,3.49,4.34,4.02,964.68,customer_support
1147,1147,2233,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.67,4.69,4.96,4.9,119.1,data_analysis
1148,1148,2135,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.64,4.3,4.82,4.3,3561.41,machine_learning
1149,1149,1440,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,4.11,3.3,3.47,3.41,556.29,machine_learning
1150,1150,1764,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.53,3.75,3.85,3.86,2057.46,data_analysis
1151,1151,2333,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.82,4.73,4.95,4.92,265.55,data_analysis
1152,1152,2141,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.77,4.55,4.86,4.54,4571.21,copywriting
1153,1153,1574,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.74,4.26,4.33,4.24,4401.39,machine_learning
1154,1154,2037,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.58,4.38,4.58,4.98,1692.61,data_analysis
1155,1155,2059,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,3.66,3.39,4.16,3.3,4463.71,mobile_development
1156,1156,1610,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.56,4.94,4.37,4.52,2194.67,web_development
1157,1157,1395,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.41,4.66,4.72,5.0,4429.97,graphic_design
1158,1158,1776,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.49,4.83,4.58,4.29,3696.3,customer_support
1159,1159,1387,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.6,4.43,4.7,4.99,3512.74,customer_support
1160,1160,1228,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.8,4.59,4.78,4.87,1788.27,customer_support
1161,1161,2300,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.41,4.6,4.88,4.23,3844.43,machine_learning
1162,1162,1789,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,2.71,2.79,2.95,1.6,2817.94,copywriting
1163,1163,2228,Resultado funcional con algunos detalles pendientes al inicio. El cliente solicito cambios adicionales.,4.26,4.17,3.69,3.56,2652.49,copywriting
1164,1164,2309,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.67,4.96,4.96,4.22,715.21,graphic_design
1165,1165,2481,Se necesito retrabajo porque la primera version tenia errores importantes. La experiencia general fue registrada por el cliente.,2.02,1.81,2.31,2.9,1305.9,machine_learning
1166,1166,1551,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.48,4.32,4.88,4.67,2146.17,machine_learning
1167,1167,1641,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.68,4.25,4.78,4.81,1369.06,mobile_development
