reseña_id,freelancer_id,texto_reseña,fecha_reseña,categoria_servicio,cluster,cluster_name,pc1,pc2
rv00231,FL0056,el precio es la unica ventaja de este profesional ya que la calidad deja mucho que desear,2024-09-20,Desarrollo de Software,0,Precio / Desconocido,0.1738489573955995,-0.10182541947215436
rv00232,FL0056,el precio es alto pero completamente justificado por la especializacion que demuestra el precio es muy competitivo considerando el nivel de experiencia que demuestra,2021-10-04,Desarrollo de Software,0,Precio / Desconocido,0.19491485796629968,-0.15319022366648752
rv00233,FL0057,el precio del proyecto no incluia lo que prometia el brief inicial lo que fue un engano el precio inicial era atractivo pero los cobros adicionales lo encarecieron bastante,2023-11-20,Marketing Digital,0,Precio / Desconocido,0.16751534141959645,-0.126816376942167
rv00234,FL0057,buen precio aunque creo que podria encontrar nivel similar a un costo menor,2021-09-21,Marketing Digital,0,Precio / Desconocido,0.13477508943088334,-0.11131409531313777
rv00235,FL0057,el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2024-02-16,Marketing Digital,2,Comunicacion / Proyecto,0.13708590852771518,0.1998630236602013
rv00236,FL0058,la comunicacion asertiva resolvio conflictos antes de que se volvieran problemas reales esperaba una comunicacion mas proactiva considerando el nivel de experiencia declarado,2023-04-19,Desarrollo de Software,2,Comunicacion / Proyecto,0.1861528715404278,0.21426961914850093
rv00237,FL0058,la calidad de los entregables fue uniforme y consistente en todo el proyecto la calidad del trabajo fue basica para los estandares del area y el presupuesto invertido la calidad fue mediocre y necesite contratar otro profesional para corregir los fallos,2020-11-22,Desarrollo de Software,1,Calidad / Trabajo,0.28393901728567983,-0.06416674661115272
rv00238,FL0058,el precio es razonable si se considera el tiempo ahorrado y los resultados obtenidos el precio subio de manera inesperada y sin fundamento claro en la segunda mitad del encargo,2022-04-02,Desarrollo de Software,0,Precio / Desconocido,0.1551063837249535,-0.1302073856173266
rv00239,FL0058,la calidad del trabajo no cumplio con los estandares prometidos en el perfil decepcionante calidad los entregables presentaron muchos errores de forma y fondo la calidad demostrada hace que este profesional sea una opcion de primer nivel,2021-09-07,Desarrollo de Software,1,Calidad / Trabajo,0.2813270366972787,-0.11368913738907002
rv00240,FL0059,el precio cobrado es muy razonable para la calidad y trabajo entregado el precio final se mantuvo dentro del presupuesto acordado muy transparente en el cobro el precio fue tan competitivo que opte por asignarle dos proyectos adicionales de inmediato,2020-08-29,Diseño Gráfico,0,Precio / Desconocido,0.300836426613107,-0.2208734727596515
rv00241,FL0059,la comunicacion fue uno de sus puntos mas fuertes durante todo el encargo,2020-10-16,Diseño Gráfico,2,Comunicacion / Proyecto,0.14715560775397982,0.20815364070576037
rv00242,FL0061,el precio esta por encima del mercado y el trabajo no justifica esa diferencia el precio cobrado fue excesivo para el resultado obtenido no lo recomiendo,2022-01-18,desconocido,0,Precio / Desconocido,0.2314072019302884,-0.1760541925293164
rv00243,FL0061,el precio fue lo primero que destaco positivamente al comparar entre candidatos similares el precio final supero el presupuesto acordado sin ninguna justificacion razonable el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado,2023-11-30,Desarrollo de Software,0,Precio / Desconocido,0.2284381402282602,-0.2212305061795745
rv00244,FL0061,el precio aumento a mitad del proyecto sin aviso previo lo cual fue muy decepcionante,2021-07-31,Desarrollo de Software,0,Precio / Desconocido,0.11875788208497287,-0.07458831954175507
rv00245,FL0061,el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2023-12-01,Desarrollo de Software,2,Comunicacion / Proyecto,0.13708590852771518,0.1998630236602013
rv00247,FL0063,el precio me resulto confuso desde el inicio por la falta de claridad en el presupuesto muy caro en precio para lo entregado la relacion fue completamente desequilibrada,2023-05-26,Marketing Digital,0,Precio / Desconocido,0.17565587422593695,-0.12781557846067487
rv00248,FL0063,la calidad fue irregular segun la etapa del proyecto en que nos encontraramos,2023-03-01,Marketing Digital,1,Calidad / Trabajo,0.13499321477937037,0.0059236358392732585
rv00249,FL0063,la comunicacion fue adecuada aunque podria mejorar la frecuencia de los reportes la mala comunicacion llevo a tener que contratar a alguien mas para retomar el proyecto la comunicacion fue deficiente y los mensajes tardaban dias en responderse,2024-09-06,Marketing Digital,2,Comunicacion / Proyecto,0.18538421638057043,0.2997397818928285
rv00250,FL0063,la calidad del diseno entregado capturo exactamente la vision del proyecto,2023-09-21,Marketing Digital,1,Calidad / Trabajo,0.2526716076380822,-0.06332223591351403
rv00251,FL0064,esperaba una comunicacion mas proactiva considerando el nivel de experiencia declarado la comunicacion fue adecuada aunque podria mejorar la frecuencia de los reportes,2021-06-20,Desarrollo de Software,2,Comunicacion / Proyecto,0.19038844247176462,0.1929113605508127
rv00252,FL0064,el precio final fue justo considerando los imprevistos que surgieron durante la ejecucion el precio aumento a mitad del proyecto sin aviso previo lo cual fue muy decepcionante,2021-11-06,Desarrollo de Software,0,Precio / Desconocido,0.19541823111334722,-0.11263566276990325
rv00253,FL0064,la calidad fue mediocre y necesite contratar otro profesional para corregir los fallos la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar,2022-11-23,Desarrollo de Software,1,Calidad / Trabajo,0.15422800132685943,-0.04372070742128589
rv00255,FL0064,la comunicacion con este profesional fue tan deficiente que perdimos semanas enteras nunca recibi actualizaciones y la comunicacion fue casi inexistente muy buena comunicacion y siempre respondio mensajes dentro de pocas horas,2023-04-13,Desarrollo de Software,2,Comunicacion / Proyecto,0.1918439333574286,0.302598261802149
rv00256,FL0064,la calidad mostrada en el primer entregable marco el tono positivo de todo el proyecto la calidad fue irregular segun la etapa del proyecto en que nos encontraramos,2021-07-07,Desarrollo de Software,1,Calidad / Trabajo,0.22216580881846779,-0.00568979550986586
rv00257,FL0064,la comunicacion constante genero confianza y el proyecto se entrego a tiempo destaca la comunicacion clara y oportuna en cada etapa del trabajo la comunicacion fue escasa y poco clara en momentos criticos del proyecto,2020-10-12,Desarrollo de Software,2,Comunicacion / Proyecto,0.2244324941916696,0.30625094746715753
rv00258,FL0065,excelente precio para el nivel de expertise mostrado muy satisfecho con la inversion el precio negociado incluyo revisiones ilimitadas lo que lo hizo aun mas conveniente el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado,2024-05-25,Marketing Digital,0,Precio / Desconocido,0.20513061742588062,-0.19563304401297704
rv00259,FL0065,la calidad del trabajo fue sobresaliente y se convirtio en un valor agregado real la calidad del diseno entregado capturo exactamente la vision del proyecto la calidad del analisis entregado fue muy solida con datos bien fundamentados,2026-08-07,Marketing Digital,1,Calidad / Trabajo,0.2671193814703987,-0.09951234649568247
rv00260,FL0065,la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar la calidad fue aceptable pero no el nivel que se esperaba para ese encargo la calidad del trabajo refleja claramente los anos de experiencia del profesional,2023-06-21,Marketing Digital,1,Calidad / Trabajo,0.26224710963505415,-0.08606944037966163
rv00261,FL0065,la calidad fue aceptable pero no el nivel que se esperaba para ese encargo excelente calidad en cada entregable muy profesional y con atencion al detalle muy mala calidad los archivos entregados estaban incompletos y mal elaborados,2024-02-16,Marketing Digital,1,Calidad / Trabajo,0.23944508760937824,-0.07850514066649507
rv00262,FL0065,la calidad mejoro considerablemente despues de varias rondas de correcciones la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar muy buena calidad en los textos redactados con un estilo claro y preciso,2023-11-10,Marketing Digital,1,Calidad / Trabajo,0.1901475119122643,-0.06467957054039256
rv00263,FL0065,la calidad del resultado no justifico el tiempo adicional que tomo completar el encargo la calidad visible en los entregables justifica plenamente recontratarlo en futuros proyectos la calidad del analisis entregado fue muy solida con datos bien fundamentados,2024-10-24,Marketing Digital,1,Calidad / Trabajo,0.2431613209468483,-0.0951839142327252
rv00264,FL0065,el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2021-11-18,Marketing Digital,2,Comunicacion / Proyecto,0.13708590852771518,0.1998630236602013
rv00265,FL0066,la calidad del trabajo fue una agradable sorpresa comparado con propuestas anteriores la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar,2023-04-22,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.19370940249815813,-0.06853461849982091
rv00267,FL0066,la calidad del codigo fue limpia bien documentada y facil de mantener,2024-01-01,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.24536504643719542,-0.06667820638076162
rv00269,FL0069,la calidad del trabajo no cumplio con los estandares prometidos en el perfil,2020-12-06,Redacción y Traducción,1,Calidad / Trabajo,0.1895963800310038,-0.07976808239357915
rv00270,FL0069,la calidad final fue buena aunque el proceso fue mas largo de lo necesario la calidad mostrada en el primer entregable marco el tono positivo de todo el proyecto la calidad del analisis entregado fue muy solida con datos bien fundamentados,2022-01-23,Redacción y Traducción,1,Calidad / Trabajo,0.27404121957701394,-0.06418674170720444
rv00271,FL0069,el precio es muy alto comparado con otros freelancers que ofrecen la misma calidad muy buen precio comparado con otros perfiles similares disponibles en la plataforma el precio subio de manera inesperada y sin fundamento claro en la segunda mitad del encargo,2020-09-03,Redacción y Traducción,0,Precio / Desconocido,0.2359948702490295,-0.21056722319549973
rv00272,FL0069,la comunicacion constante genero confianza y el proyecto se entrego a tiempo,2021-09-01,Redacción y Traducción,2,Comunicacion / Proyecto,0.14058504717500606,0.1764516590635516
rv00273,FL0069,el precio me parecio elevado al principio pero el resultado final lo justifico totalmente el precio me resulto confuso desde el inicio por la falta de claridad en el presupuesto,2021-11-15,Redacción y Traducción,0,Precio / Desconocido,0.17862622602668723,-0.12578230673058474
rv00274,FL0069,muy buena calidad en los textos redactados con un estilo claro y preciso,2023-11-14,Redacción y Traducción,1,Calidad / Trabajo,0.11234269272907942,-0.04037399934669462
rv00275,FL0069,la calidad del trabajo no cumplio con los estandares prometidos en el perfil esperaba una calidad mas alta dado el tiempo invertido en explicar los requerimientos,2021-08-09,Redacción y Traducción,1,Calidad / Trabajo,0.22516705941300857,-0.09579817324292562
rv00276,FL0069,el precio es razonable si se considera el tiempo ahorrado y los resultados obtenidos,2022-07-28,Redacción y Traducción,0,Precio / Desconocido,0.10494176580346265,-0.09807734084864281
rv00277,FL0070,destaca la comunicacion clara y oportuna en cada etapa del trabajo,2022-01-19,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.14609604463654263,0.1855388823187843
rv00279,FL0071,la comunicacion tardia provoco que el plazo de entrega no se cumpliera la comunicacion clara y directa facilito mucho la colaboracion desde el inicio,2022-09-10,Redacción y Traducción,2,Comunicacion / Proyecto,0.17623135489585945,0.26384230171836437
rv00280,FL0071,el precio es justo y el trabajo esta bien ejecutado totalmente recomendable,2022-11-29,Redacción y Traducción,0,Precio / Desconocido,0.15931954366017623,-0.11058452363645721
rv00281,FL0071,la comunicacion a distancia fue gestionada de manera muy profesional y sin interrupciones siempre tuvo buena comunicacion y reporto cada cambio antes de implementarlo el unico punto debil fue la comunicacion especialmente cuando surgieron cambios en el alcance,2024-04-23,Redacción y Traducción,2,Comunicacion / Proyecto,0.18927705280200752,0.2952413829224248
rv00282,FL0071,el precio acordado se respeto en todo momento sin cobros adicionales inesperados el precio refleja adecuadamente el valor del trabajo entregado sin lugar a dudas el precio subio de manera inesperada y sin fundamento claro en la segunda mitad del encargo,2023-05-29,Redacción y Traducción,0,Precio / Desconocido,0.24131280745778344,-0.1850490727983666
rv00283,FL0071,la calidad del trabajo no cumplio con los estandares prometidos en el perfil la calidad visible en los entregables justifica plenamente recontratarlo en futuros proyectos,desconocido,Redacción y Traducción,1,Calidad / Trabajo,0.21345878079085634,-0.08524661931806647
rv00284,FL0072,muy caro en precio para lo entregado la relacion fue completamente desequilibrada el precio fue lo primero que destaco positivamente al comparar entre candidatos similares,2020-12-28,Marketing Digital,0,Precio / Desconocido,0.15163215476564293,-0.15303774160228334
rv00285,FL0072,el precio final supero el presupuesto acordado sin ninguna justificacion razonable el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado el precio es alto pero completamente justificado por la especializacion que demuestra,2020-06-26,Marketing Digital,0,Precio / Desconocido,0.24302883191727537,-0.2339644058111851
rv00286,FL0072,el precio fue tan competitivo que opte por asignarle dos proyectos adicionales de inmediato para el precio que cobro esperaba un resultado de mayor nivel y mas profesional el precio refleja adecuadamente el valor del trabajo entregado sin lugar a dudas,2012-10-30,Marketing Digital,0,Precio / Desconocido,0.2590894026809639,-0.19129316369956847
rv00288,FL0073,la comunicacion asertiva resolvio conflictos antes de que se volvieran problemas reales la comunicacion durante el proceso fue excepcional y mantuve total claridad sobre los avances la comunicacion tardia provoco que el plazo de entrega no se cumpliera,2025-04-07,Diseño Gráfico,2,Comunicacion / Proyecto,0.19035686477768518,0.29503523911363805
rv00291,FL0073,muy buena calidad en los textos redactados con un estilo claro y preciso la calidad mostrada en el primer entregable marco el tono positivo de todo el proyecto,2024-09-09,Diseño Gráfico,1,Calidad / Trabajo,0.20486743659892426,-0.034954525910701195
rv00292,FL0073,muy buena comunicacion y siempre respondio mensajes dentro de pocas horas el profesional mantuvo una comunicacion puntual y detallada sobre el avance,2022-05-21,Diseño Gráfico,2,Comunicacion / Proyecto,0.17654523583656326,0.25511532779054574
rv00293,FL9457,nunca recibi actualizaciones y la comunicacion fue casi inexistente la comunicacion proactiva evito malentendidos y el proyecto avanzo sin problemas,2024-04-05,Marketing Digital,2,Comunicacion / Proyecto,0.1591664393011048,0.2705651702682744
rv00295,FL0074,la comunicacion fue lo que mas valoro del trabajo realizado en este proyecto,2020-06-23,Marketing Digital,2,Comunicacion / Proyecto,0.17639603924222189,0.19183863426483044
rv00296,FL0074,la calidad mostrada en el primer entregable marco el tono positivo de todo el proyecto,2024-11-07,Marketing Digital,1,Calidad / Trabajo,0.17748529601667018,-0.010265336886687628
rv00297,FL0075,destaca la comunicacion clara y oportuna en cada etapa del trabajo,2021-02-21,Marketing Digital,2,Comunicacion / Proyecto,0.14609604463654263,0.1855388823187843
rv00298,FL0075,el precio fue transparente desde el inicio y no hubo sorpresas al momento de pagar excelente precio para el nivel de expertise mostrado muy satisfecho con la inversion,2022-07-13,Marketing Digital,0,Precio / Desconocido,0.20238529001914352,-0.1271780600917898
rv00299,FL9415,considerando el precio cobrado el resultado fue una excelente inversion a largo plazo precio accesible y resultado de buena factura la combinacion ideal para un proyecto pequeno el precio por hora es justo y el trabajo se completo dentro del tiempo estimado,2022-03-01,desconocido,0,Precio / Desconocido,0.27838985638424313,-0.19049297797953657
rv00300,FL0075,la comunicacion fue tan buena que suplio la falta de reuniones presenciales con creces la comunicacion clara y directa facilito mucho la colaboracion desde el inicio la comunicacion a distancia fue gestionada de manera muy profesional y sin interrupciones,2023-02-11,Marketing Digital,2,Comunicacion / Proyecto,0.21176951986569828,0.3095314215999453
rv00302,FL0075,la comunicacion durante el proceso fue excepcional y mantuve total claridad sobre los avances,2023-12-26,Marketing Digital,2,Comunicacion / Proyecto,0.11421950472891228,0.16758389462898313
rv00303,FL0075,destaca la comunicacion clara y oportuna en cada etapa del trabajo,2024-01-01,Marketing Digital,2,Comunicacion / Proyecto,0.14609604463654263,0.1855388823187843
rv00304,FL0076,la calidad demostrada hace que este profesional sea una opcion de primer nivel la calidad fue aceptable pero no el nivel que se esperaba para ese encargo,2023-05-17,Desarrollo de Software,1,Calidad / Trabajo,0.23901357389417166,-0.08292120208020921
rv00305,FL0076,la calidad del trabajo entregado supero completamente mis expectativas iniciales la calidad mostrada en el primer entregable marco el tono positivo de todo el proyecto,2022-06-11,Desarrollo de Software,1,Calidad / Trabajo,0.25892678623773935,-0.08429465197722154
rv00306,FL9967,la comunicacion mejoro hacia el final pero al inicio fue muy complicada,2024-02-26,Desarrollo de Software,2,Comunicacion / Proyecto,0.1487183990904501,0.1723062356490146
rv00307,FL0076,la comunicacion a distancia fue gestionada de manera muy profesional y sin interrupciones la comunicacion con este profesional fue tan deficiente que perdimos semanas enteras,2023-08-24,Desarrollo de Software,2,Comunicacion / Proyecto,0.16573014292899757,0.23911343043125355
rv00308,FL0077,el precio cobrado fue excesivo para el resultado obtenido no lo recomiendo,2013-04-10,Diseño Gráfico,0,Precio / Desconocido,0.16415038199511908,-0.13520022309701318
rv00310,FL0077,la comunicacion fue deficiente y los mensajes tardaban dias en responderse la comunicacion fue tan buena que suplio la falta de reuniones presenciales con creces la comunicacion proactiva evito malentendidos y el proyecto avanzo sin problemas,2021-08-02,Diseño Gráfico,2,Comunicacion / Proyecto,0.21475311001149644,0.33983830692377354
rv00311,FL0077,el profesional mantuvo una comunicacion puntual y detallada sobre el avance la comunicacion durante el proceso fue excepcional y mantuve total claridad sobre los avances,2023-08-04,Diseño Gráfico,2,Comunicacion / Proyecto,0.17357552851350203,0.25387946963456726
rv00312,FL0078,la calidad del trabajo refleja claramente los anos de experiencia del profesional la calidad fue aceptable pero no el nivel que se esperaba para ese encargo,2023-03-11,Diseño Gráfico,1,Calidad / Trabajo,0.25868337183366363,-0.08677811987591597
rv00313,FL0078,la calidad prometida no coincidio con el trabajo real que se entrego al final la calidad fue mediocre y necesite contratar otro profesional para corregir los fallos la calidad del trabajo fue sobresaliente y se convirtio en un valor agregado real,2023-07-14,Diseño Gráfico,1,Calidad / Trabajo,0.25709029982970955,-0.08317939712625338
rv00314,FL0078,esperaba una comunicacion mas proactiva considerando el nivel de experiencia declarado,2021-02-06,Diseño Gráfico,2,Comunicacion / Proyecto,0.1744088148498191,0.11750747884852322
rv00315,FL0078,la calidad del resultado no justifico el tiempo adicional que tomo completar el encargo,2021-07-04,Diseño Gráfico,1,Calidad / Trabajo,0.16775252371240987,-0.0647111876379529
rv00316,FL0079,la comunicacion durante el proceso fue excepcional y mantuve total claridad sobre los avances,2024-01-15,Marketing Digital,2,Comunicacion / Proyecto,0.11421950472891228,0.16758389462898313
rv00318,FL0079,mejorar la comunicacion es clave para que los proximos proyectos salgan bien la comunicacion con este profesional fue tan deficiente que perdimos semanas enteras,2024-02-14,desconocido,2,Comunicacion / Proyecto,0.17396365289283275,0.25561323543976316
rv00319,FL0080,decepcionante calidad los entregables presentaron muchos errores de forma y fondo la calidad en los detalles finos fue lo que distinguio este trabajo de otros anteriores,desconocido,Marketing Digital,1,Calidad / Trabajo,0.20352740758579077,-0.09096444060428144
rv00320,FL0080,muy buen precio comparado con otros perfiles similares disponibles en la plataforma para el precio que cobro esperaba un resultado de mayor nivel y mas profesional,2021-07-05,Marketing Digital,0,Precio / Desconocido,0.22685010751217233,-0.19063876068060825
rv00321,FL0080,el unico punto debil fue la comunicacion especialmente cuando surgieron cambios en el alcance nunca recibi actualizaciones y la comunicacion fue casi inexistente la comunicacion fue tan buena que suplio la falta de reuniones presenciales con creces,2021-08-23,Marketing Digital,2,Comunicacion / Proyecto,0.1858693582810949,0.3003840706143056
rv00322,FL0081,excelente precio para el nivel de expertise mostrado muy satisfecho con la inversion,2024-09-27,Soporte Administrativo Virtual,0,Precio / Desconocido,0.1414097709237991,-0.12148482823404984
rv00323,FL0081,la comunicacion clara y directa facilito mucho la colaboracion desde el inicio la comunicacion fue uno de sus puntos mas fuertes durante todo el encargo la comunicacion efectiva permitio ajustar los entregables segun las necesidades,2023-11-02,Soporte Administrativo Virtual,2,Comunicacion / Proyecto,0.21745054121561638,0.32586409672593963
rv00324,FL0081,el precio fue transparente desde el inicio y no hubo sorpresas al momento de pagar,2021-05-18,Soporte Administrativo Virtual,0,Precio / Desconocido,0.14713726630436227,-0.062136419621601456
rv00325,FL0082,siempre tuvo buena comunicacion y reporto cada cambio antes de implementarlo el unico punto debil fue la comunicacion especialmente cuando surgieron cambios en el alcance,2021-11-24,Desarrollo de Software,2,Comunicacion / Proyecto,0.15803069547608464,0.25831239901764036
rv00326,FL0082,muy buena calidad en los textos redactados con un estilo claro y preciso,2026-05-09,Desarrollo de Software,1,Calidad / Trabajo,0.11234269272907942,-0.04037399934669462
rv00327,FL9903,el precio inicial era atractivo pero los cobros adicionales lo encarecieron bastante,2020-07-07,desconocido,0,Precio / Desconocido,0.10597233840584389,-0.11007191670088758
rv00328,FL0082,el precio cobrado es muy razonable para la calidad y trabajo entregado el precio final fue justo considerando los imprevistos que surgieron durante la ejecucion el precio es muy alto comparado con otros freelancers que ofrecen la misma calidad,2023-07-05,Desarrollo de Software,0,Precio / Desconocido,0.33956549898510435,-0.24168284492775927
rv00330,FL0083,la calidad del resultado final fue impresionante lo recomiendo ampliamente la calidad del trabajo refleja claramente los anos de experiencia del profesional,2020-09-27,Diseño Gráfico,1,Calidad / Trabajo,0.2688631556539237,-0.11851115458628517
rv00331,FL0083,excelente relacion precio valor definitivamente una de las mejores inversiones del ano,2022-01-06,Diseño Gráfico,0,Precio / Desconocido,0.11507276635425573,-0.1052150396533971
rv00332,FL0083,considerando el precio cobrado el resultado fue una excelente inversion a largo plazo el precio por hora es justo y el trabajo se completo dentro del tiempo estimado,2021-04-10,Diseño Gráfico,0,Precio / Desconocido,0.2360864743958776,-0.1752990900922204
rv00334,FL9058,la calidad fue mediocre y necesite contratar otro profesional para corregir los fallos,2020-07-24,Diseño Gráfico,1,Calidad / Trabajo,0.11135765959427509,-0.0258836768317109
rv00335,FL0083,la comunicacion clara y directa facilito mucho la colaboracion desde el inicio la comunicacion fue profesional y se respetaron todos los plazos establecidos la comunicacion tardia provoco que el plazo de entrega no se cumpliera,2021-08-26,Diseño Gráfico,2,Comunicacion / Proyecto,0.21285060414256188,0.3236678478359589
rv00336,FL0084,el precio es muy competitivo considerando el nivel de experiencia que demuestra muy buen precio comparado con otros perfiles similares disponibles en la plataforma,2020-08-14,Desarrollo de Software,0,Precio / Desconocido,0.2188261749408446,-0.18010470656757224
rv00337,FL0084,el precio es muy competitivo considerando el nivel de experiencia que demuestra buen precio aunque creo que podria encontrar nivel similar a un costo menor,2022-06-24,Desarrollo de Software,0,Precio / Desconocido,0.20445845892716388,-0.14725141552210233
rv00338,FL0084,la comunicacion tardia provoco que el plazo de entrega no se cumpliera la comunicacion fue excelente durante todo el proyecto sin demoras,2024-12-04,Desarrollo de Software,2,Comunicacion / Proyecto,0.22748426329182986,0.26980876781357205
rv00339,FL0084,siempre tuvo buena comunicacion y reporto cada cambio antes de implementarlo,2020-12-18,Desarrollo de Software,2,Comunicacion / Proyecto,0.12205781127045978,0.19442174356313113
rv00340,FL0085,excelente calidad en la presentacion y el nivel de detalle fue excepcional excelente calidad en cada entregable muy profesional y con atencion al detalle la calidad prometida no coincidio con el trabajo real que se entrego al final,2021-05-13,Soporte Administrativo Virtual,1,Calidad / Trabajo,0.2763980295545143,-0.09193011633657142
rv00341,FL0086,muy mala calidad los archivos entregados estaban incompletos y mal elaborados la calidad del trabajo no cumplio con los estandares prometidos en el perfil excelente calidad en cada entregable muy profesional y con atencion al detalle,2023-06-29,Marketing Digital,1,Calidad / Trabajo,0.2483588255686039,-0.09277766005373554
rv00342,FL0086,la comunicacion clara y directa facilito mucho la colaboracion desde el inicio la comunicacion con este profesional fue tan deficiente que perdimos semanas enteras,2024-03-06,Marketing Digital,2,Comunicacion / Proyecto,0.18241548332900223,0.28446606150754167
rv00343,FL0086,la calidad del trabajo fue inconsistente entre los diferentes entregables del proyecto,2023-07-08,Marketing Digital,1,Calidad / Trabajo,0.2183673435854842,-0.05356642532238554
rv00344,FL0086,la calidad fue irregular segun la etapa del proyecto en que nos encontraramos la calidad estuvo por debajo de lo esperado y requirio revision extensa antes de aceptar la calidad mejoro considerablemente despues de varias rondas de correcciones,2020-12-18,Marketing Digital,1,Calidad / Trabajo,0.20189537706145244,-0.04004768201025084
rv00345,FL0086,la comunicacion proactiva evito malentendidos y el proyecto avanzo sin problemas,2023-03-16,Marketing Digital,2,Comunicacion / Proyecto,0.1389647099604632,0.21718732093837198
rv00347,FL0087,muy buen precio comparado con otros perfiles similares disponibles en la plataforma el precio aumento a mitad del proyecto sin aviso previo lo cual fue muy decepcionante el precio es justo y el trabajo esta bien ejecutado totalmente recomendable,2021-05-27,Desarrollo de Software,0,Precio / Desconocido,0.2384438400164017,-0.18895597184031898
rv00348,FL0087,el precio subio de manera inesperada y sin fundamento claro en la segunda mitad del encargo el precio final fue justo considerando los imprevistos que surgieron durante la ejecucion el precio es muy alto comparado con otros freelancers que ofrecen la misma calidad,2024-08-22,desconocido,0,Precio / Desconocido,0.25605545527963663,-0.18588162937602004
rv00349,FL9000,considerando el precio cobrado el resultado fue una excelente inversion a largo plazo el precio inicial era atractivo pero los cobros adicionales lo encarecieron bastante,2023-10-31,Desarrollo de Software,0,Precio / Desconocido,0.19908130007864544,-0.17291146220414502
rv00350,FL0087,la calidad tecnica demostrada es superior a la de muchos profesionales del area,2024-10-16,Desarrollo de Software,1,Calidad / Trabajo,0.12413351729111727,-0.061032840346123024
rv00351,FL0087,mejorar la comunicacion es clave para que los proximos proyectos salgan bien,2023-09-23,Desarrollo de Software,2,Comunicacion / Proyecto,0.11694018241585633,0.1683050792115083
rv00352,FL0088,la calidad tecnica demostrada es superior a la de muchos profesionales del area la calidad del trabajo refleja claramente los anos de experiencia del profesional la calidad del analisis entregado fue muy solida con datos bien fundamentados,2022-01-21,Diseño Gráfico,1,Calidad / Trabajo,0.25926247379584255,-0.10731499923540275
rv00353,FL0088,muy buen precio comparado con otros perfiles similares disponibles en la plataforma el precio cobrado es muy razonable para la calidad y trabajo entregado,2020-06-27,Diseño Gráfico,0,Precio / Desconocido,0.2875687344931171,-0.24305276110975604
rv00354,FL0088,la calidad del trabajo refleja claramente los anos de experiencia del profesional,2022-01-01,Diseño Gráfico,1,Calidad / Trabajo,0.1949592355509727,-0.06669994285044645
rv00355,FL0088,muy buen precio comparado con otros perfiles similares disponibles en la plataforma el precio es muy competitivo considerando el nivel de experiencia que demuestra el precio me resulto confuso desde el inicio por la falta de claridad en el presupuesto,2020-07-21,Diseño Gráfico,0,Precio / Desconocido,0.24942592613443443,-0.18225852286806302
rv00357,FL0088,el precio fue transparente desde el inicio y no hubo sorpresas al momento de pagar,2024-09-18,Diseño Gráfico,0,Precio / Desconocido,0.14713726630436227,-0.062136419621601456
rv00359,FL0088,esperaba una calidad mas alta dado el tiempo invertido en explicar los requerimientos excelente calidad en la presentacion y el nivel de detalle fue excepcional,2024-05-09,Diseño Gráfico,1,Calidad / Trabajo,0.20766600470730803,-0.085050621516949
rv00360,FL0088,la calidad del diseno entregado capturo exactamente la vision del proyecto,2024-04-23,Diseño Gráfico,1,Calidad / Trabajo,0.2526716076380822,-0.06332223591351403
rv00361,FL9641,destaca la comunicacion clara y oportuna en cada etapa del trabajo,2024-12-27,Desarrollo de Software,2,Comunicacion / Proyecto,0.14609604463654263,0.1855388823187843
rv00362,FL0089,muy buena comunicacion y siempre respondio mensajes dentro de pocas horas la comunicacion presento fallas importantes que afectaron el avance del proyecto la comunicacion a distancia fue gestionada de manera muy profesional y sin interrupciones,desconocido,Desarrollo de Software,2,Comunicacion / Proyecto,0.20132253990175897,0.286750132621291
rv00363,FL0089,la calidad del trabajo fue basica para los estandares del area y el presupuesto invertido,2020-09-23,Desarrollo de Software,1,Calidad / Trabajo,0.2385217391296696,-0.11748442119151091
rv00364,FL0089,la calidad fue mediocre y necesite contratar otro profesional para corregir los fallos,2021-05-03,Desarrollo de Software,1,Calidad / Trabajo,0.11135765959427509,-0.0258836768317109
rv00365,FL0089,el precio aumento a mitad del proyecto sin aviso previo lo cual fue muy decepcionante,2023-04-30,Desarrollo de Software,0,Precio / Desconocido,0.11875788208497287,-0.07458831954175507
rv00366,FL0090,el precio cobrado es coherente con el nivel de dedicacion y profesionalismo mostrado el precio supero el presupuesto disponible y fue necesario recortar alcance para continuar el precio subio de manera inesperada y sin fundamento claro en la segunda mitad del encargo,2023-01-14,Soporte Administrativo Virtual,0,Precio / Desconocido,0.21458631556873867,-0.18668765154578026
